Cell,Formula
AJ5,"=IFERROR(IF(VLOOKUP($B5,Shortage!$A:$M,AP$2,FALSE)=""Shortage"",1,IFERROR(ROUND(X5/L5,4),0)),IFERROR(ROUND(X5/L5,4),0))"
AK5,"=IFERROR(IF(VLOOKUP($B5,Shortage!$A:$M,AK$2,FALSE)=""Shortage"",1,IFERROR(ROUND(Y5/M5,4),0)),IFERROR(ROUND(Y5/M5,4),0))"
AL5,"=IFERROR(IF(VLOOKUP($B5,Shortage!$A:$M,AL$2,FALSE)=""Shortage"",1,IFERROR(ROUND(Z5/N5,4),0)),IFERROR(ROUND(Z5/N5,4),0))"
AM5,"=IFERROR(IF(VLOOKUP($B5,Shortage!$A:$M,AM$2,FALSE)=""Shortage"",1,IFERROR(ROUND(AA5/O5,4),0)),IFERROR(ROUND(AA5/O5,4),0))"
AN5,"=IFERROR(IF($C5=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AB5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AB5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AB5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AB5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AO5,"=IFERROR(IF($C5=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AC5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AC5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AC5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AC5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AP5,"=IFERROR(IF($C5=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AD5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AD5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AD5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AD5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AQ5,"=IFERROR(IF($C5=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AE5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AE5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AE5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AE5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AR5,"=IFERROR(IF($C5=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AF5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AF5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AF5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AF5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AS5,"=IFERROR(IF($C5=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AG5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AG5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AG5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AG5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AT5,"=IFERROR(IF($C5=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AH5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AH5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AH5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AH5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AU5,"=IFERROR(IF($C5=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AI5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AI5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AI5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AI5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AV5,"=IFERROR(IF($C5=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AP5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AP5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AP5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AP5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AW5,"=IFERROR(IF($C5=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AK5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AK5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AK5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AK5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AX5,"=IFERROR(IF($C5=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AL5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AL5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AL5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AL5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AY5,"=IFERROR(IF($C5=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AM5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AM5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AM5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AM5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AZ5,"=IFERROR(IF($C5=""Top WS"",VLOOKUP($B5,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AB5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""WS SF"",VLOOKUP($B5,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AB5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""WS WH"",VLOOKUP($B5,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AB5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""SF WH"",VLOOKUP($B5,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AB5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BA5,"=IFERROR(IF($C5=""Top WS"",VLOOKUP($B5,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AC5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""WS SF"",VLOOKUP($B5,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AC5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""WS WH"",VLOOKUP($B5,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AC5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""SF WH"",VLOOKUP($B5,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AC5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BB5,"=IFERROR(IF($C5=""Top WS"",VLOOKUP($B5,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AD5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""WS SF"",VLOOKUP($B5,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AD5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""WS WH"",VLOOKUP($B5,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AD5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""SF WH"",VLOOKUP($B5,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AD5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BC5,"=IFERROR(IF($C5=""Top WS"",VLOOKUP($B5,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AE5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""WS SF"",VLOOKUP($B5,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AE5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""WS WH"",VLOOKUP($B5,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AE5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""SF WH"",VLOOKUP($B5,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AE5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BD5,"=IFERROR(IF($C5=""Top WS"",VLOOKUP($B5,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AF5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""WS SF"",VLOOKUP($B5,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AF5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""WS WH"",VLOOKUP($B5,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AF5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""SF WH"",VLOOKUP($B5,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AF5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BE5,"=IFERROR(IF($C5=""Top WS"",VLOOKUP($B5,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AG5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""WS SF"",VLOOKUP($B5,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AG5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""WS WH"",VLOOKUP($B5,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AG5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""SF WH"",VLOOKUP($B5,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AG5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BF5,"=IFERROR(IF($C5=""Top WS"",VLOOKUP($B5,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AH5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""WS SF"",VLOOKUP($B5,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AH5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""WS WH"",VLOOKUP($B5,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AH5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""SF WH"",VLOOKUP($B5,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AH5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BG5,"=IFERROR(IF($C5=""Top WS"",VLOOKUP($B5,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AI5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""WS SF"",VLOOKUP($B5,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AI5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""WS WH"",VLOOKUP($B5,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AI5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""SF WH"",VLOOKUP($B5,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AI5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BH5,"=IFERROR(IF($C5=""Top WS"",VLOOKUP($B5,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AP5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""WS SF"",VLOOKUP($B5,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AP5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""WS WH"",VLOOKUP($B5,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AP5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""SF WH"",VLOOKUP($B5,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AP5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BI5,"=IFERROR(IF($C5=""Top WS"",VLOOKUP($B5,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AK5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""WS SF"",VLOOKUP($B5,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AK5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""WS WH"",VLOOKUP($B5,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AK5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""SF WH"",VLOOKUP($B5,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AK5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BJ5,"=IFERROR(IF($C5=""Top WS"",VLOOKUP($B5,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AL5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""WS SF"",VLOOKUP($B5,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AL5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""WS WH"",VLOOKUP($B5,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AL5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""SF WH"",VLOOKUP($B5,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AL5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BK5,"=IFERROR(IF($C5=""Top WS"",VLOOKUP($B5,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AM5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""WS SF"",VLOOKUP($B5,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AM5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""WS WH"",VLOOKUP($B5,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AM5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C5=""SF WH"",VLOOKUP($B5,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AM5,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BM5,"=VLOOKUP(VLOOKUP(A5,ASTBase!E:S,13,FALSE),ASTBase!F:P,11,FALSE)"
BN5,"=INDEX(AN5:AY5,,Period!$D$2)"
P6,"=SUMIFS(Actual!C:C,Actual!$A:$A,'3)Target & Cal'!$A6,Actual!$B:$B,'3)Target & Cal'!$B6)"
Q6,"=SUMIFS(Actual!D:D,Actual!$A:$A,'3)Target & Cal'!$A6,Actual!$B:$B,'3)Target & Cal'!$B6)"
R6,"=SUMIFS(Actual!E:E,Actual!$A:$A,'3)Target & Cal'!$A6,Actual!$B:$B,'3)Target & Cal'!$B6)"
S6,"=SUMIFS(Actual!F:F,Actual!$A:$A,'3)Target & Cal'!$A6,Actual!$B:$B,'3)Target & Cal'!$B6)"
T6,"=SUMIFS(Actual!G:G,Actual!$A:$A,'3)Target & Cal'!$A6,Actual!$B:$B,'3)Target & Cal'!$B6)"
U6,"=SUMIFS(Actual!H:H,Actual!$A:$A,'3)Target & Cal'!$A6,Actual!$B:$B,'3)Target & Cal'!$B6)"
V6,"=SUMIFS(Actual!I:I,Actual!$A:$A,'3)Target & Cal'!$A6,Actual!$B:$B,'3)Target & Cal'!$B6)"
W6,"=SUMIFS(Actual!J:J,Actual!$A:$A,'3)Target & Cal'!$A6,Actual!$B:$B,'3)Target & Cal'!$B6)"
X6,"=SUMIFS(Actual!K:K,Actual!$A:$A,'3)Target & Cal'!$A6,Actual!$B:$B,'3)Target & Cal'!$B6)"
Y6,"=SUMIFS(Actual!L:L,Actual!$A:$A,'3)Target & Cal'!$A6,Actual!$B:$B,'3)Target & Cal'!$B6)"
Z6,"=SUMIFS(Actual!M:M,Actual!$A:$A,'3)Target & Cal'!$A6,Actual!$B:$B,'3)Target & Cal'!$B6)"
AA6,"=SUMIFS(Actual!N:N,Actual!$A:$A,'3)Target & Cal'!$A6,Actual!$B:$B,'3)Target & Cal'!$B6)"
AB6,"=IFERROR(IF(VLOOKUP($B6,Shortage!$A:$M,AB$2,FALSE)=""Shortage"",1,IFERROR(ROUND(P6/D6,4),0)),IFERROR(ROUND(P6/D6,4),0))"
AC6,"=IFERROR(IF(VLOOKUP($B6,Shortage!$A:$M,AC$2,FALSE)=""Shortage"",1,IFERROR(ROUND(Q6/E6,4),0)),IFERROR(ROUND(Q6/E6,4),0))"
AD6,"=IFERROR(IF(VLOOKUP($B6,Shortage!$A:$M,AD$2,FALSE)=""Shortage"",1,IFERROR(ROUND(R6/F6,4),0)),IFERROR(ROUND(R6/F6,4),0))"
AE6,"=IFERROR(IF(VLOOKUP($B6,Shortage!$A:$M,AE$2,FALSE)=""Shortage"",1,IFERROR(ROUND(S6/G6,4),0)),IFERROR(ROUND(S6/G6,4),0))"
AF6,"=IFERROR(IF(VLOOKUP($B6,Shortage!$A:$M,AF$2,FALSE)=""Shortage"",1,IFERROR(ROUND(T6/H6,4),0)),IFERROR(ROUND(T6/H6,4),0))"
AG6,"=IFERROR(IF(VLOOKUP($B6,Shortage!$A:$M,AG$2,FALSE)=""Shortage"",1,IFERROR(ROUND(U6/I6,4),0)),IFERROR(ROUND(U6/I6,4),0))"
AH6,"=IFERROR(IF(VLOOKUP($B6,Shortage!$A:$M,AH$2,FALSE)=""Shortage"",1,IFERROR(ROUND(V6/J6,4),0)),IFERROR(ROUND(V6/J6,4),0))"
AI6,"=IFERROR(IF(VLOOKUP($B6,Shortage!$A:$M,AI$2,FALSE)=""Shortage"",1,IFERROR(ROUND(W6/K6,4),0)),IFERROR(ROUND(W6/K6,4),0))"
AJ6,"=IFERROR(IF(VLOOKUP($B6,Shortage!$A:$M,AP$2,FALSE)=""Shortage"",1,IFERROR(ROUND(X6/L6,4),0)),IFERROR(ROUND(X6/L6,4),0))"
AK6,"=IFERROR(IF(VLOOKUP($B6,Shortage!$A:$M,AK$2,FALSE)=""Shortage"",1,IFERROR(ROUND(Y6/M6,4),0)),IFERROR(ROUND(Y6/M6,4),0))"
AL6,"=IFERROR(IF(VLOOKUP($B6,Shortage!$A:$M,AL$2,FALSE)=""Shortage"",1,IFERROR(ROUND(Z6/N6,4),0)),IFERROR(ROUND(Z6/N6,4),0))"
AM6,"=IFERROR(IF(VLOOKUP($B6,Shortage!$A:$M,AM$2,FALSE)=""Shortage"",1,IFERROR(ROUND(AA6/O6,4),0)),IFERROR(ROUND(AA6/O6,4),0))"
AN6,"=IFERROR(IF($C6=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AB6,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C6=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AB6,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C6=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AB6,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C6=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AB6,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AO6,"=IFERROR(IF($C6=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AC6,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C6=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AC6,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C6=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AC6,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C6=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AC6,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AP6,"=IFERROR(IF($C6=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AD6,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C6=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AD6,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C6=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AD6,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C6=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AD6,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
